262,345,435,329,439,368,266,384
11,371,249,348,254,393,15,416
270,397,320,392,323,414,273,419
190,404,270,396,272,424,193,432
141,411,190,408,191,432,142,434
68,417,141,413,142,440,69,444
338,422,382,416,385,435,340,441
25,101,29,46,245,65,241,120
318,391,381,384,384,405,320,413
93,131,96,100,259,113,257,144
387,382,435,377,436,393,388,398
248,440,304,434,306,451,250,458
386,409,434,405,436,428,389,432
39,122,44,101,126,118,121,139
9,430,70,422,74,449,12,457
309,430,336,424,339,440,313,446
206,446,258,441,259,459,208,464
314,492,369,483,372,498,317,507
